"Цена","Название","Владелец","Доступно"
50000000,"Громадный щит (26)","",5
49999900,"Слезы горькой тоски (200)","",3
49991700,"Латные сапоги военачальника (226)","",9
49931100,"Латный ремень правоты (226)","",5
49878800,"Титановые нагрудные пластины (245)","",8
47999400,"Кираса рыцаря из чешуи дракона (245)","",20
47488900,"Саронитовые мечеломы (245)","",8
45998000,"Кираса Кузни Солнца (245)","",9
45004700,"Заколдованная нерубская кираса (245)","",11
45000000,"Перстень Покоя (200)","",2
44766200,"Панцирь рыцарского проклятья (245)","",11
44331700,"Одеяния лунного затмения (245)","",9
43846400,"Карта Новолуния: Смерть (200)","",4
43005800,"Титановые нагрудные пластины (245)","",10
42989600,"Титановые шипованные наручи (245)","",5
42221100,"Зубчатые смертеносы (226)","",8
41108700,"Наручи Кузни Солнца (245)","",6
40055700,"Саронитовые мечеломы (245)","",22
40006000,"Наручи Кузни Солнца (245)","",4
39980800,"Туфли тонких чар (226)","",12
39980100,"Заколдованная нерубская кираса (245)","",12
39888100,"Титановая цепь стража земли (200)","",5
39887400,"Наручи рыцаря из чешуи дракона (245)","",6
39808100,"Титановое кольцо стража земли (200)","",7
38887900,"Титановое ожерелье чародейского удара (200)","",2
38501600,"Сапоги зимней закалки (226)","",12
38442800,"Титановое кольцо сотрясения (200)","",6
36640400,"Пояс титанов (226)","",7
36504300,"Титановые шипованные наручи (245)","",12
35001700,"Черные хитиновые наручи (245)","",9
35000000,"Плащ Железного Собрания (219)","",4
34999900,"Кираса из кузни жизни (226)","",1
34988800,"Несокрушимый латный ремень (226)","",8
34976100,"Одеяния лунного затмения (245)","",9
34886700,"Кираса рыцаря из чешуи дракона (245)","",10
31999800,"Одеяние Мерлина (245)","",29
31994900,"Одеяние Мерлина (245)","",12
29998600,"Одежды Фелии из молодых побегов (226)","",1
29998500,"Титановое колье сотрясения (200)","",6
29996300,"Туфли спасителя (226)","",10
29926900,"Поножи неявных чар (264)","",16
29359600,"Пояс драконов (226)","",10
29004100,"Наручи быстрой смерти (245)","",8
29003900,"Черные хитиновые наручи (245)","",12
28949600,"Нити судьбы (226)","",6
28906300,"Титановое кольцо чародейского удара (200)","",4
28722600,"Сапоги из живой чешуи (226)","",10
28007300,"Наручи быстрой смерти (245)","",13
27999600,"Наручи рыцаря из чешуи дракона (245)","",14
27802500,"Сапоги ударившей молнии (226)","",14
27659500,"Опаленный смертью пояс (226)","",17
27329300,"Пояс полярной жизни (226)","",15
25222100,"Королевское одеяние из лунного тюля (245)","",14
25000000,"Оплечье Вечного стража (213)","",1
24998800,"Синий вечерний костюм (1)","",13
24988600,"Карта Новолуния: Берсерк! (200)","",5
24498400,"Боевые наручи лунной тени (245)","",12
23413200,"Кушак древней силы (226)","",13
23409100,"Сапоги тишины (226)","",14
23000000,"Поручи созидания (219)","",3
22350000,"Закаленный шлем из титановой стали (200)","",3
22157400,"Шнурованный ремень светлого утра (226)","",9
22004900,"Наручи волшебника с самоцветами (245)","",11
21993600,"Изысканные саронитовые ножные латы претендента (206)","",4
21494500,"Сверкающий шлем из титановой стали (200)","",8
21076300,"Королевские наручи из лунного тюля (245)","",12
21000000,"Пояс из ледяной чешуи (213)","",22
20999800,"Изысканный саронитовый шлем претендента (206)","",2
20006900,"Зачарованные ториевые поножи (63)","",1
20006700,"Зачарованная ториевая кираса (63)","",1
20000000,"Наручники глубин (219)","",2
19996700,"Боевые наручи лунной тени (245)","",13
19991300,"Изысканное саронитовое наплечье претендента (206)","",3
19990600,"Саронитовый воинский пояс свирепости претендента (206)","",9
19907100,"Королевское одеяние из лунного тюля (245)","",8
19813600,"Синий пояс Хаоса (226)","",13
18889500,"Осадный щит из титановой стали (200)","",9
17999900,"Шипастый шлем из титановой стали (200)","",10
17959600,"Наручи волшебника с самоцветами (245)","",35
16998000,"Рунический перстень маны претендента (206)","",22
16666900,"Саронитовые рукавицы свирепости претендента (206)","",9
16665600,"Саронитовые наручи свирепости претендента (206)","",15
16664000,"Саронитовое наплечье свирепости претендента (206)","",10
16502500,"Пояс из огненной чароткани (105)","",1
15999900,"Алый перстень претендента (206)","",9
15556900,"Пояс быстрой стрелы претендента (206)","",9
15554700,"Могущественный алхимический камень претендента (206)","",13
15548500,"Наручи быстрой стрелы претендента (206)","",10
15539400,"Шлем быстрой стрелы претендента (206)","",9
15009800,"Снежные сапоги (213)","",1
15003300,"Наплечные щитки быстрой стрелы претендента (206)","",13
15002600,"Перчатки из огненной чароткани (105)","",1
15001400,"Поножи ветроруба (200)","",1
14998000,"Карта Новолуния: Иллюзия (200)","",4
14996600,"Нагрудный доспех угрюмости претендента (206)","",6
14995600,"Наплечные пластины претендента (206)","",7
14994800,"Нагрудный доспех претендента (206)","",7
14992300,"Наплеч угрюмости претендента (206)","",8
14990900,"Набедренники земледарения (200)","",1
14979800,"Наголовник угрюмости претендента (206)","",4
14959700,"Захваты штормового укрытия претендента (206)","",7
14914200,"Красный вечерний костюм (1)","",20
14879000,"Саронитовый шлем свирепости претендента (206)","",16
14509700,"Рукавицы быстрой стрелы претендента (206)","",11
13547900,"Амулет из небесного сапфира претендента (206)","",12
13338200,"Поножи угрюмости претендента (206)","",7
13320600,"Поножи быстрой стрелы претендента (206)","",6
13285900,"Королевские наручи из лунного тюля (245)","",16
13006600,"Наручи возгорания (219)","",2
13002900,"Титановое кольцо ледяного стража (213)","",9
13000000,"Шипастые сапоги из титановой стали (200)","",1
12484800,"Тролльский тканый наплеч (200)","",6
12225400,"Высокие ботинки штормового укрытия претендента (206)","",8
12222000,"Сапоги быстрой стрелы претендента (206)","",7
12220200,"Набедренники штормового укрытия претендента (206)","",8
12219900,"Изысканные саронитовые наручи претендента (206)","",3
12219400,"Пояс штормового укрытия претендента (206)","",10
12219100,"Изысканные саронитовые рукавицы претендента (206)","",2
12000000,"Снежный шнурованный ремень (213)","",2
11999900,"Красивое синее платье (1)","",11
11999900,"Красивое красное платье (1)","",9
11991900,"Перчатки ледяной ярости претендента (206)","",13
11989800,"Поножи седьмого круга (120)","",1
10005900,"Жизненный кушак (33)","",1
10005000,"Надежное одеяние (34)","",1
10004500,"Надежный жезл (34)","",1
10003200,"Шлем стойкого защитника (105)","",4
10002200,"Разноцветный плащ (62)","",2
10002100,"Лиловый вечерний костюм (1)","",15
10001900,"Кираса загробника (200)","",2
10000000,"Рукавицы ледяной погибели (80)","",2
10000000,"Кираса ледяной погибели (80)","",2
10000000,"Серебряное кольцо Пиффени (30)","",2
10000000,"Рубашка ученика (1)","",2
9999900,"Гоблинский ракетомет (70)","",1
9999900,"Рукавицы Соленого камня (40)","",1
9999300,"Несокрушимый алхимический камень претендента (206)","",14
9999200,"Механическая пелерина претендента (206)","",15
9998600,"Саронитовый хауберк свирепости претендента (206)","",12
9998000,"Поножи ледяной ярости претендента (206)","",17
9997600,"Изысканные саронитовые сапоги претендента (206)","",2
9997500,"Переменчивый алхимический камень претендента (206)","",11
9997500,"Изысканный саронитовый воинский пояс претендента (206)","",2
9997000,"Наплечники штормового укрытия претендента (206)","",9
9996900,"Рукавицы претендента (206)","",8
9996000,"Аметистовый глаз смотрящего (109)","",1
9996000,"Аметистовый глаз смотрящего (109)","",1
9994600,"Гнилостные поручи (200)","",3
9993700,"Пояс угрюмости претендента (206)","",8
9993700,"Наплечники ледяной ярости претендента (206)","",16
9993500,"Саронитовые сапоги свирепости претендента (206)","",7
9993200,"Сапоги угрюмости претендента (206)","",4
9990100,"Карта Новолуния: Молитва (100)","",1
9989400,"Саронитовые ножные латы свирепости претендента (206)","",10
9987800,"Наручи ледяной ярости претендента (206)","",15
9980300,"Пояс ледяной ярости претендента (206)","",14
9980000,"Карта Новолуния: Безумец (100)","",2
9980000,"Карта Новолуния: Отмщение (100)","",2
9979600,"Воинский пояс претендента (206)","",20
9979000,"Корона штормового укрытия претендента (206)","",9
9969500,"Хауберк штормового укрытия претендента (206)","",11
9949800,"Набедренники претендента (206)","",8
9939700,"Маска потрошителя претендента (206)","",8
9877800,"Клобук ледяной ярости претендента (206)","",25
9500000,"Ледовое одеяние (213)","",6
9009400,"Лики Судьбы (200)","",7
9000000,"Ботфорты загробника (200)","",7
8882500,"Повязки угрюмости претендента (206)","",7
8500300,"Хауберк быстрой стрелы претендента (206)","",4
8009800,"Сапоги ледяной погибели (213)","",8
8008900,"Мундир небесного следопыта (226)","",4
8007700,"Очки старшего инженера (58)","",2
8007100,"Закаленные сапоги из титановой стали (200)","",1
8003700,"Ледовый боевой пояс (213)","",2
8001500,"Одеяние из луноткани (61)","",1
8000000,"Ремень ледяной погибели (213)","",1
8000000,"Тролльский тканый ремень (200)","",1
7999900,"Плащ воскресителя (200)","",1
7996000,"Тончайший плащ (200)","",1
7799800,"Красивое лиловое платье (1)","",9
7778800,"Поножи быстрой стрелы (187)","",1
7777700,"Дарующий жизнь плащ (100)","",1
7775100,"Рукавицы быстрой стрелы (187)","",2
7772800,"Одеяние ледяной ярости претендента (206)","",29
7772100,"Изысканный саронитовый хауберк претендента (206)","",4
7771400,"Маска потрошителя (187)","",2
7771000,"Рукавицы потрошителя (187)","",2
7531200,"Забытое ожерелье (200)","",1
7510800,"Наголовник угрюмости (187)","",1
7500000,"Ржавый большой шлем (183)","",1
7500000,"Ножные латы вечного наблюдателя (174)","",1
7490700,"Корона штормового укрытия (187)","",3
7405500,"Закаленные в крови наручники (45)","",1
7403800,"Наплечные щитки быстрой стрелы (187)","",3
7300000,"Наручи даларанских брустверов (213)","",1
7260000,"Наплечники штормового укрытия (187)","",1
7009600,"Наручники претендента (206)","",5
7008900,"Снежный жилет (213)","",3
7006500,"Наручи зеленой крепости (105)","",2
7005700,"Рукавицы праведности (187)","",3
7002500,"Саронитовый воинский пояс свирепости (187)","",14
7000000,"Ситцевый мундир (13)","",3
6999900,"Перчатки искр гнева (120)","",2
6999900,"Пояс Ночного Ветра (27)","",2
6990000,"Высокие ботинки штормового укрытия (187)","",1
6980000,"Пояс штормового укрытия (187)","",1
6950000,"Плащ ледяного убийцы (200)","",33
6662900,"Изумрудное колье претендента (206)","",16
6661000,"Наручи быстрой стрелы (187)","",5
6660900,"Сапоги быстрой стрелы (187)","",3
6660100,"Ботфорты претендента (206)","",9
6660100,"Карта Новолуния: Героизм (66)","",3
6660000,"Карта Новолуния: Гнев (100)","",2
6507200,"Изумрудная корона разрушения (55)","",1
6501300,"Нагрудный доспех потрошителя (187)","",2
6499400,"Напульсники астрального путешественника (213)","",6
6005700,"Наплечные пластины потрошителя (187)","",2
6000100,"Рубашка рекрута (1)","",1
6000000,"Сапоги земледарения (200)","",4
6000000,"Ботфорты потрошителя (187)","",8
6000000,"Туфли утренней зари (187)","",1
6000000,"Напульсники головореза (213)","",13
6000000,"Окрашенные клановые наручники (213)","",17
6000000,"Боевые наручи башенного лучника (213)","",16
6000000,"Поножи из чешуи черного дракона (60)","",1
6000000,"Наплечники из чешуи черного дракона (60)","",1
6000000,"Кираса из чешуи черного дракона (58)","",1
5997700,"Глазная повязка сорвиголовы (55)","",1
5997700,"Глазная повязка сорвиголовы (55)","",1
5970700,"Набедренники штормового укрытия (187)","",2
5970000,"Хауберк штормового укрытия (187)","",2
5610100,"Манжеты тайного правителя (213)","",18
5555900,"Жилет из пепельной ткани (52)","",1
5555500,"Луносветские одеяния (18)","",1
5555500,"Луносветская броня (18)","",1
5555500,"Наручи из черного железа (59)","",1
5550400,"Забытое ожерелье (200)","",1
5550400,"Забытое ожерелье (200)","",1
5550400,"Кольцо струящегося света (120)","",1
5550300,"Штаны из пепельной ткани (56)","",3
5550000,"Потерянное кольцо с меткой преступника (200)","",2
5550000,"Карта Новолуния: Водоворот (66)","",2
5507500,"Изысканные мифриловые сапоги (49)","",15
5504000,"Накулачники штормового укрытия претендента (206)","",14
5500100,"Штаны ученика (1)","",1
5500000,"Зартсоновы тяжелые наручи Джунглей (213)","",26
5479900,"Боевые поручи дозорной-охотницы (213)","",3
5443100,"Саронитовые наручи свирепости (187)","",6
5048500,"Кольцо нерушимой защиты (100)","",2
5009900,"Наголенники праведности (187)","",2
5009100,"Железный ремень вождя (120)","",1
5009100,"Железный ремень вождя (120)","",1
5008800,"Сапоги ледяной ярости претендента (206)","",15
5007600,"Величественные поножи (61)","",1
5007600,"Величественные поножи (61)","",1
5006900,"Львиный Рог Штормграда (63)","",1
5005900,"Сапоги из ледяной чешуи (213)","",1
5005300,"Пелерина ледяного стража (200)","",5
5004900,"Броня Гипериона (65)","",1
5004800,"Броня Гипериона (65)","",1
5000300,"Триумфальный нагрудник (65)","",1
5000000,"Пояс ночного убийцы (66)","",1
5000000,"Наручи из светлостали (57)","",1
4999900,"Щит терпения (39)","",3
4997400,"Хауберк быстрой стрелы (187)","",6
4990000,"Славные рукавицы (56)","",1
4990000,"Славные рукавицы (56)","",1
4990000,"Императорский латный пояс (53)","",1
4988000,"Наручники отмщения (187)","",17
4985300,"Кольцо алых теней (187)","",1
4900000,"Броня Гипериона (65)","",1
4898900,"Кольцо силы земли (187)","",6
4895000,"Высокие драконьи ботинки (175)","",3
4855500,"Перчатки из оскверненной стали (114)","",6
4850700,"Рукавицы из истинного серебра (45)","",1
4850000,"Изысканные саронитовые ножные латы (187)","",14
4507200,"Саронитовый шлем свирепости (187)","",10
4505800,"Закаленные саронитовые наручи (175)","",5
4500000,"Стеганые набедренники Верховного лорда (167)","",1
4444600,"Наплечники Грозового Покрова (59)","",1
4444500,"Доспех Грозового Покрова (57)","",2
4444400,"Перчатки незаметности (59)","",1
4444400,"Штаны Грозового Покрова (55)","",2
4440000,"Карта Новолуния: Круговерть Пустоты (66)","",2
4440000,"Плащ атакующего (8)","",1
4407200,"Поручи Великого Древа (213)","",8
4252000,"Изысканная мифриловая кираса (48)","",10
4250000,"Изысканные саронитовые рукавицы (187)","",9
4250000,"Рассветные ботфорты (58)","",1
4009700,"Саронитовые рукавицы свирепости (187)","",12
4009100,"Железный ремень вождя (120)","",1
4007600,"Саронитовое наплечье свирепости (187)","",8
4007300,"Плащ багрового снега (200)","",2
4007200,"Поножи из луноткани (58)","",1
4001800,"Саронитовые ножные латы свирепости (187)","",1
4000100,"Дренейские шелковые одеяния (1)","",1
4000100,"Жилет из луноткани (60)","",1
4000000,"Первостихийные сапоги золотого листа (120)","",1
4000000,"Броня Гипериона (65)","",1
4000000,"Алебастровые латные наголенники (53)","",4
3999900,"Набедренники потрошителя (187)","",3
3999700,"Сапоги ветроруба (200)","",19
3998900,"Механический плащ претендента (206)","",14
3990000,"Бугайские сапоги (46)","",1
3980000,"Саронитовые сапоги свирепости (187)","",12
3900000,"Сапоги для езды на мамонте (167)","",1
3700000,"Шляпа безрадостной судьбы (187)","",7
3603200,"Адамантитовые латные перчатки (103)","",1
3559900,"Нагрудный доспех из ледяной чешуи (213)","",2
3550000,"Отрубленный клык Лок'Нахак (175)","",1
3509900,"Праздничный костюм (1)","",1
3509800,"Воля Эдварда Странного (100)","",2
3509000,"Отрубленный клык Лок'Нахак (175)","",1
3506300,"Черные наручи из оскверненной стали (105)","",1
3503200,"Изысканные саронитовые наручи (187)","",8
3500600,"Рукавицы морского прибоя (187)","",13
3500200,"Набедренники пойманного вора (200)","",2
3500000,"Изысканный саронитовый воинский пояс (187)","",7
3499800,"Наручи угрюмости претендента (206)","",6
3333300,"Полевые наручи короля (187)","",1
3333300,"Изумрудный глаз смотрящего (109)","",1
3333000,"Сверкающие сапоги из титановой стали (200)","",6
3331000,"Чешуйчатые ледоступы (175)","",3
3289200,"Наплечные пластины Соленого камня (41)","",1
3289200,"Наплечные пластины Соленого камня (41)","",5
3289200,"Наплечные пластины Соленого камня (41)","",6
3289200,"Наплечные пластины Соленого камня (41)","",9
3289200,"Наплечные пластины Соленого камня (41)","",5
3289200,"Наплечные пластины Соленого камня (41)","",1
3289200,"Наплечные пластины Соленого камня (41)","",3
3289200,"Наплечные пластины Соленого камня (41)","",2
3289200,"Наплечные пластины Соленого камня (41)","",2
3289200,"Наплечные пластины Соленого камня (41)","",1
3289200,"Наплечные пластины Соленого камня (41)","",1
3270500,"Благословенные полуперчатки Света (187)","",4
3199400,"Ледовые туфли (213)","",1
3199200,"Изысканные саронитовые сапоги (187)","",21
3126600,"Воинский пояс потрошителя (187)","",3
3009800,"Шляпа первого помощника (40)","",4
3009700,"Шлем из кожи лазурного дракона (183)","",1
3009700,"Шлем из кожи лазурного дракона (183)","",1
3009600,"Шлем из кожи лазурного дракона (183)","",1
3009500,"Шлем из кожи лазурного дракона (183)","",1
3009100,"Железный ремень вождя (120)","",1
3007900,"Красивое черное платье (1)","",3
3005500,"Плащ томимых небес (167)","",1
3003100,"Рубашка под смокинг (1)","",28
3003000,"Мундир из ткани кошмара (120)","",1
3000000,"Захваты штормового укрытия (187)","",1
3000000,"Мощь Терокка (105)","",1
3000000,"Тяжелый панцирь из шкуры копытня (114)","",2
3000000,"Сапоги из сквернокожи (112)","",1
3000000,"Шлем Гурубаши (65)","",1
2999900,"Сапоги земного стража (187)","",3
2999800,"Штаны живого роста (100)","",1
2999800,"Роскошные одеяния (56)","",1
2999400,"Щит пылающего черепа (59)","",9
2999000,"Полный шлем костяной сцепки (46)","",1
2998000,"Наколдованные железные кандалы (200)","",3
2982000,"Перчатки ледяной ярости (187)","",10
2971500,"Одеяние из колдовской ткани (200)","",17
2908800,"Рунический перстень маны (200)","",34
2890000,"Королевская глазница (175)","",3
2890000,"Королевская глазница (175)","",9
2880000,"Королевская глазница (175)","",2
2880000,"Королевская глазница (175)","",1
2854300,"Темная кираса из обмерзшей чешуи (171)","",2
2800000,"Кольцо с осколком цветного стекла (200)","",3
2760800,"Наплечники жизни (54)","",15
2759900,"Саронитовый хауберк свирепости (187)","",14
2759900,"Уведомление из тюрьмы (200)","",7
2754500,"Изысканный мифриловый шлем (49)","",10
2619800,"Белое свадебное платье (35)","",6
2540000,"Хауберк охранника вольера (200)","",7
2509900,"Воргенские кандалы (159)","",1
2505500,"Майка болельщика Гномрегана (1)","",1
2505000,"Луносветские одеяния (18)","",2
2500000,"Майка болельщика Дарнаса (1)","",1
2500000,"Майка болельщика Экзодара (1)","",1
2500000,"Майка болельщика Штормграда (1)","",1
2500000,"Майка болельщика Стальгорна (1)","",1
2500000,"Мощный фонарь (54)","",3
2500000,"Запятнанные лимфой напульсники (167)","",1
2500000,"Стеганые набедренники Верховного лорда (167)","",1
2500000,"Стеганые набедренники Верховного лорда (167)","",3
2500000,"Стеганые набедренники Верховного лорда (167)","",1
2500000,"Стеганые набедренники Верховного лорда (167)","",1
2500000,"Ноготь Хрусталедуба (159)","",2
2500000,"Полевое наплечье рыцаря (187)","",1
2500000,"Железноперые наплечники (54)","",1
2500000,"Рукавицы дьявозавра (58)","",1
2500000,"Поножи дьявозавра (60)","",1
2500000,"Поножи командора (62)","",1
2500000,"Перчатки наставника (63)","",1
2500000,"Дважды прошитые одеяния (13)","",2
2499900,"Шкура Лок'Нахак с печатью восстановления (175)","",1
2499900,"Шкура Лок'Нахак с меткой предсказателя (175)","",1
2499900,"Славная кираса (61)","",1
2490600,"Наплеч угрюмости (187)","",5
2490000,"Корона Легиона (85)","",1
2490000,"Корона Легиона (85)","",2
2480000,"Корона Легиона (85)","",1
2430000,"Иссиня-черное одеяние (200)","",8
2428400,"Закаленный саронитовый шлем (171)","",1
2409900,"Славная кираса (61)","",1
2400000,"Корона Легиона (85)","",1
2400000,"Корона Легиона (85)","",1
2309900,"Ржавый большой шлем (183)","",1
2300000,"Рукавицы Моря (46)","",1
2258500,"Ремень ночного штурма (187)","",4
2250000,"Оперенная перьями кираса (50)","",1
2229900,"Механизированные снегозащитные очки (183)","",6
2229900,"Механизированные снегозащитные очки (183)","",4
2229900,"Механизированные снегозащитные очки (183)","",1
2229900,"Механизированные снегозащитные очки (183)","",4
2229900,"Механизированные снегозащитные очки (183)","",4
2229900,"Механизированные снегозащитные очки (183)","",6
2229900,"Перчатки проводника (30)","",1
2229900,"Наручи отступника (34)","",1
2229900,"Наручи отступника (34)","",1
2229900,"Наручи отступника (34)","",1
2229900,"Наручи отступника (34)","",1
2229900,"Сапоги книжника (28)","",1
2229900,"Сапоги книжника (28)","",1
2229800,"Плащ изменника (48)","",1
2229000,"Кольчужный пояс грифона (48)","",1
2229000,"Кольчужный пояс грифона (48)","",1
2229000,"Поножи дервиша (30)","",1
2229000,"Поножи дервиша (30)","",3
2229000,"Поножи дервиша (30)","",1
2228900,"Наплечники часового (38)","",2
2228800,"Ботинки фокусника (35)","",1
2228800,"Шпионские наплечники (33)","",1
2228500,"Поножи часового (29)","",1
2228500,"Поножи часового (29)","",2
2228000,"Наемнические наручи (46)","",2
2228000,"Перчатки часового (37)","",2
2227900,"Геомантские перчатки (37)","",1
2227900,"Геомантские перчатки (37)","",1
2227800,"Углешелковый мундир (42)","",2
2227600,"Величественные поножи (61)","",1
2227600,"Величественные поножи (61)","",1
2227500,"Величественные поножи (61)","",1
2227500,"Одеяния пирата (23)","",1
2227500,"Одеяния пирата (23)","",5
2227400,"Величественные поножи (61)","",1
2227200,"Плащ Крикуна (22)","",3
2227200,"Плащ Крикуна (22)","",1
2227200,"Плащ Крикуна (22)","",1
2227100,"Плащ старейшины (30)","",2
2227100,"Плащ старейшины (30)","",3
2227100,"Плащ старейшины (30)","",1
2227100,"Плащ старейшины (30)","",1
2227000,"Геомантские брюки (39)","",1
2227000,"Геомантские брюки (39)","",1
2227000,"Пластинчатый ремень (31)","",4
2227000,"Пластинчатый ремень (31)","",1
2227000,"Пластинчатый ремень (31)","",1
2227000,"Пластинчатый ремень (31)","",2
2227000,"Пластинчатый ремень (31)","",1
2227000,"Пластинчатый ремень (31)","",1
2227000,"Монаршее оплечье (42)","",1
2226100,"Корона лорда (51)","",1
2226100,"Корона лорда (51)","",1
2226000,"Кружка Посвященного (12)","",1
2226000,"Прочный мундир (31)","",1
2226000,"Прочный мундир (31)","",3
2226000,"Плащ Колючего Меха (31)","",3
2226000,"Оплечье книжника (30)","",1
2225800,"Плющетканые сапоги (25)","",1
2225500,"Геомантский жакет (41)","",1
2225500,"Геомантский жакет (41)","",1
2225000,"Перчатки ночной тени (59)","",1
2225000,"Плащ рыцаря (50)","",1
2225000,"Жилет фокусника (38)","",2
2225000,"Жилет фокусника (38)","",1
2225000,"Жилет фокусника (38)","",1
2224900,"Мундир мародера (40)","",1
2224900,"Языческий убор (26)","",1
2224900,"Сапоги храмовника (55)","",2
2224900,"Мракотканый кушак (49)","",1
2224900,"Мракотканый кушак (49)","",2
2224900,"Джазерентский плащ (38)","",2
2224900,"Джазерентский плащ (38)","",3
2224500,"Надежный жезл (34)","",1
2224500,"Надежный жезл (34)","",4
2224500,"Надежный жезл (34)","",1
2224400,"Королевская головная повязка (45)","",1
2224400,"Королевская головная повязка (45)","",1
2224400,"Королевская головная повязка (45)","",1
2224300,"Венец порядка (38)","",3
2224100,"Ослепительный плащ (55)","",1
2224000,"Геомантская шапка (40)","",1
2224000,"Воинский пояс праведности (49)","",1
2224000,"Воинский пояс праведности (49)","",1
2224000,"Воинский пояс праведности (49)","",1
2223700,"Одеяния смотрителя (30)","",2
2222600,"Плащ отступника (33)","",1
2222600,"Плащ отступника (33)","",1
2222600,"Плащ отступника (33)","",1
2222600,"Плащ отступника (33)","",2
2222600,"Плащ отступника (33)","",1
2222500,"Орденские перчатки (34)","",2
2222400,"Варварские наручи (32)","",1
2222400,"Поножи Крикуна (27)","",1
2222400,"Поножи Крикуна (27)","",1
2222400,"Жесткий мундир (26)","",2
2222400,"Жесткий мундир (26)","",2
2222100,"Нетронутая шкура светящегося медведя (167)","",1
2222100,"Нетронутая шкура светящегося медведя (167)","",1
2222100,"Поножи грабителя (36)","",1
2222100,"Поножи грабителя (36)","",2
2222100,"Поножи грабителя (36)","",1
2222100,"Мистическая накидка (52)","",1
2222100,"Мистическая накидка (52)","",1
2222100,"Мистическая накидка (52)","",1
2222100,"Мистическая накидка (52)","",1
2222000,"Плащ советника (53)","",1
2221900,"Кираса непреклонности (43)","",1
2221400,"Сапоги смотрителя (26)","",1
2221000,"Одеяние из паутины (50)","",1
2221000,"Одеяние из паутины (50)","",1
2220700,"Ритуальные сандалии (20)","",1
2220300,"Роскошные сапоги (50)","",1
2220000,"Мракотканая ветвь (55)","",1
2220000,"Блуза Крикуна (29)","",1
2220000,"Прочный плащ (25)","",1
2220000,"Прочный плащ (25)","",2
2220000,"Плащ из угольного шелка (36)","",1
2220000,"Плащ из угольного шелка (36)","",2
2220000,"Жизненная накидка (32)","",2
2220000,"Поножи часового (30)","",2
2220000,"Поножи часового (30)","",2
2220000,"Поножи часового (30)","",1
2220000,"Поножи часового (30)","",1
2220000,"Поножи часового (30)","",1
2220000,"Поножи часового (30)","",2
2220000,"Поножи часового (30)","",2
2220000,"Шапка смотрителя (31)","",1
2220000,"Перчатки пирата (20)","",1
2220000,"Перчатки пирата (20)","",1
2220000,"Перчатки пирата (20)","",2
2220000,"Перчатки пирата (20)","",2
2220000,"Перчатки пирата (20)","",1
2220000,"Мистическое оплечье (55)","",1
2220000,"Надежные перчатки (31)","",1
2220000,"Надежные перчатки (31)","",1
2220000,"Надежные перчатки (31)","",1
2220000,"Надежные перчатки (31)","",2
2220000,"Плющетканый плащ (25)","",1
2220000,"Плющетканый плащ (25)","",3
2220000,"Плющетканый плащ (25)","",1
2220000,"Плющетканый плащ (25)","",2
2220000,"Рыцарские наручи (36)","",2
2220000,"Рыцарские наручи (36)","",1
2220000,"Рыцарские наручи (36)","",1
2220000,"Рыцарские наручи (36)","",1
2220000,"Рыцарские наручи (36)","",1
2220000,"Рыцарские наручи (36)","",3
2220000,"Сумеречные манжеты (36)","",3
2220000,"Сумеречные манжеты (36)","",1
2220000,"Сумеречные манжеты (36)","",1
2220000,"Сумеречные манжеты (36)","",1
2220000,"Ивовый пояс (16)","",2
2213700,"Одеяния смотрителя (30)","",1
2200000,"Жесткий мундир (26)","",1
2200000,"Орденское оплечье (35)","",4
2195100,"Ослепительная охрана (31)","",2
2190000,"Плащ суровых ветров (159)","",2
2119700,"Праздничное платье (1)","",6
2018800,"Венец из ткани Грез (50)","",2
2009700,"Пояс угрюмости (187)","",17
2005900,"Полевой латный доспех (44)","",1
2005900,"Полевой латный доспех (44)","",1
2005400,"Героическая броня (62)","",1
2005400,"Героическая броня (62)","",1
2004500,"Наплечники авантюриста (63)","",1
2004100,"Туманные наручи (42)","",1
2002600,"Пояс быстрой стрелы (187)","",3
2000000,"Окаймленные костью наручи (200)","",4
2000000,"Мундир Ветропроходчика (226)","",7
2000000,"Наручники из шкуры кроколиска (94)","",1
2000000,"Око Тени (71)","",2
2000000,"Пояс загонщика (58)","",4
2000000,"Кираса Железной Шкуры (56)","",1
2000000,"Кираса Железной Шкуры (56)","",1
2000000,"Жесткий мундир (26)","",1
2000000,"Славная кираса (61)","",1
2000000,"Штаны старейшины (34)","",1
2000000,"Штаны старейшины (34)","",1
2000000,"Штаны старейшины (34)","",1
2000000,"Штаны старейшины (34)","",1
2000000,"Украшенный самоцветами кожаный пояс (37)","",1
2000000,"Варварские матерчатые перчатки (15)","",4
1999900,"Накулачники штормового укрытия (187)","",3
1999900,"Эполеты торгового ряда (187)","",1
1999900,"Наручники ясновидицы клана Укротителей драконов (187)","",3
1999900,"Сапоги оруженосца (1)","",2
1999200,"Ремень из таинственного подземелья (175)","",2
1991500,"Пояс Сердца Скверны (66)","",5
1991100,"Пояс чародея (66)","",2
1990000,"Наручники из шкуры кроколиска (94)","",1
1990000,"Славная кираса (61)","",1
1990000,"Строевые поножи (34)","",1
1989900,"Славная кираса (61)","",1
1909600,"Наплеч Камня Скверны (109)","",1
1909000,"Ножные латы из шкуры химеры (109)","",1
1908500,"Перчатки укрепленные сталью Пустоты (103)","",1
1908100,"Могучая накидка (46)","",1
