"Цена","Название","Владелец","Доступно"
7490900,"Пояс штормового укрытия (187)","",3
7490500,"Сапоги угрюмости (187)","",2
7450000,"Корона штормового укрытия (187)","",10
7400000,"Нагрудный доспех ледяной погибели (213)","",5
7339500,"Могущественный алхимический камень претендента (206)","",14
7250000,"Наплечники штормового укрытия (187)","",4
7200000,"Наручи даларанских брустверов (213)","",2
7190900,"Наплечные щитки быстрой стрелы (187)","",3
7007000,"Закаленные сапоги из титановой стали (200)","",3
7005700,"Рукавицы праведности (187)","",4
7003800,"Майка болельщика Подгорода (1)","",1
7000000,"Белая рубашка под смокинг (25)","",6
6999900,"Пояс Ночного Ветра (27)","",2
6999400,"Красивое лиловое платье (1)","",19
6900000,"Ледовое одеяние (213)","",9
6800000,"Сапоги ледяной погибели (213)","",18
6782200,"Ботфорты претендента (206)","",6
6669800,"Старинные серебряные запонки (1)","",7
6660200,"Наручи быстрой стрелы (187)","",7
6660100,"Карта Новолуния: Героизм (66)","",2
6443500,"Плащ ледяного убийцы (200)","",29
6226000,"Переменчивый алхимический камень претендента (206)","",41
6000100,"Кираса загробника (200)","",3
6000000,"Сапоги земледарения (200)","",4
6000000,"Напульсники головореза (213)","",19
6000000,"Кольцо струящегося света (120)","",1
6000000,"Рубашка рекрута (1)","",2
6000000,"Поножи из чешуи черного дракона (60)","",1
6000000,"Наплечники из чешуи черного дракона (60)","",1
6000000,"Кираса из чешуи черного дракона (58)","",1
5999600,"Красивое красное платье (1)","",13
5999300,"Саронитовый воинский пояс свирепости (187)","",10
5990900,"Ботфорты потрошителя (187)","",4
5970000,"Набедренники штормового укрытия (187)","",2
5890000,"Туфли утренней зари (187)","",1
5850000,"Боевые наручи башенного лучника (213)","",13
5740000,"Окрашенные клановые наручники (213)","",7
5557800,"Саронитовые ножные латы свирепости претендента (206)","",23
5555500,"Шкура Лок'Нахак с меткой волшебника (175)","",1
5555500,"Ножные латы вечного наблюдателя с меткой оруженосца (174)","",1
5555500,"Луносветские одеяния с символом солнца (18)","",1
5555500,"Луносветские одеяния с символом луны (18)","",1
5555500,"Луносветская броня с символом неукротимости (18)","",1
5555500,"Огненный глаз смотрящего с меткой заклинателя (109)","",1
5555500,"Перчатки искр гнева (120)","",1
5555500,"Изумрудная корона разрушения (55)","",1
5555500,"Наручи из черного железа (59)","",1
5551200,"Забытое ожерелье с меткой предсказателя (200)","",1
5551200,"Забытое ожерелье с меткой заклинателя (200)","",1
5516400,"Саронитовый хауберк свирепости претендента (206)","",15
5514700,"Саронитовые рукавицы свирепости претендента (206)","",10
5513400,"Саронитовые наручи свирепости претендента (206)","",25
5513100,"Саронитовые сапоги свирепости претендента (206)","",14
5510900,"Саронитовое наплечье свирепости претендента (206)","",14
5510200,"Саронитовый воинский пояс свирепости претендента (206)","",17
5507500,"Изысканные мифриловые сапоги (49)","",12
5505500,"Сапоги неофита (1)","",1
5503900,"Накулачники штормового укрытия претендента (206)","",4
5502000,"Изысканная мифриловая кираса (48)","",6
5500100,"Боевые поручи дозорной-охотницы (213)","",5
5500100,"Штаны ученика (1)","",2
5500000,"Саронитовый шлем свирепости претендента (206)","",22
5329900,"Манжеты тайного правителя (213)","",11
5058000,"Несокрушимый алхимический камень претендента (206)","",33
5048500,"Кольцо нерушимой защиты (100)","",2
5009900,"Серебряное кольцо Пиффени (30)","",2
5009400,"Наручники претендента (206)","",2
5007000,"Ханский плащ (44)","",1
5006100,"Кираса Кровожадности (59)","",2
5005200,"Рубашка ученика (1)","",4
5003800,"Майка болельщика Луносвета (1)","",1
5003800,"Палладиевое кольцо (183)","",1
5003000,"Саронитовые наручи свирепости (187)","",8
5000100,"Простая мантия (1)","",2
5000000,"Ржавый большой шлем с меткой целителя (183)","",2
5000000,"Корона из шерсти мамонта с меткой оракула (159)","",1
5000000,"Лиловый вечерний костюм (1)","",13
5000000,"Черные брюки под смокинг (23)","",4
5000000,"Щит пылающего черепа (59)","",2
4999900,"Напульсники астрального путешественника (213)","",7
4999900,"Накидка Кровожадности (52)","",2
4991200,"Железные эполеты вождя с печатью силы заклинаний (120)","",1
4991200,"Железные эполеты вождя со знаком мартышки (120)","",1
4990800,"Хауберк быстрой стрелы (187)","",8
4990000,"Нагрудный доспех угрюмости (187)","",5
4989900,"Саронитовые ножные латы свирепости (187)","",6
4979800,"Наручники отмщения (187)","",16
4883900,"Высокие драконьи ботинки (175)","",3
4881300,"Рунический перстень маны претендента (206)","",43
4855000,"Пелерина ледяного стража (200)","",4
4850700,"Рукавицы из истинного серебра (45)","",1
4850000,"Изысканные саронитовые ножные латы (187)","",17
4789900,"Кольцо силы земли (187)","",6
4779200,"Амулет из небесного сапфира претендента (206)","",20
4565000,"Славные башмаки со знаком медведя (56)","",1
4565000,"Славные башмаки со знаком медведя (56)","",1
4559900,"Славный головной убор со знаком медведя (59)","",1
4557500,"Алый перстень претендента (206)","",22
4550400,"Изумрудное колье претендента (206)","",19
4550000,"Светозарные сапоги (58)","",1
4500100,"Одеяние неофита (1)","",1
4500000,"Пояс ночного убийцы (66)","",4
4449100,"Монокль аристократа (1)","",7
4444700,"Наплечники Грозового Покрова (59)","",1
4444600,"Доспех Грозового Покрова (57)","",2
4444500,"Штаны Грозового Покрова (55)","",2
4444400,"Аметистовый глаз смотрящего с меткой волшебника (109)","",1
4440300,"Ночной Дозорный (100)","",1
4440100,"Карта Новолуния: Круговерть Пустоты (66)","",2
4440000,"Славные рукавицы с печатью исцеления (56)","",1
4440000,"Славные рукавицы со знаком медведя (56)","",1
4440000,"Славные рукавицы со знаком медведя (56)","",2
4440000,"Славные рукавицы со знаком вепря (56)","",1
4440000,"Славные рукавицы со знаком кита (56)","",2
4440000,"Славные рукавицы со знаком кита (56)","",1
4400000,"Поручи Великого Древа (213)","",7
4240000,"Изысканные саронитовые рукавицы (187)","",8
4118200,"Клобук ледяной ярости претендента (206)","",35
4115400,"Поножи ледяной ярости претендента (206)","",19
4009100,"Саронитовые рукавицы свирепости (187)","",7
4009100,"Железный ремень вождя с меткой волшебника (120)","",1
4007200,"Плащ багрового снега (200)","",1
4007200,"Поножи из луноткани (58)","",1
4004500,"Изысканный мифриловый шлем (49)","",6
4002800,"Сапоги быстрой стрелы (187)","",9
4000700,"Кираса искусной работы со знаком сокола (65)","",1
4000100,"Воинский пояс потрошителя (187)","",4
4000100,"Жилет из луноткани (60)","",1
4000000,"Брюки Кровожадности (57)","",4
3999900,"Славное оплечье со знаком медведя (57)","",1
3990900,"Набедренники потрошителя (187)","",4
3985300,"Кольцо алых теней (187)","",1
3900000,"Пояс Печати душ с печатью восстановления (159)","",1
3900000,"Славное оплечье со знаком медведя (57)","",1
3900000,"Славное оплечье со знаком кита (57)","",1
3900000,"Славное оплечье со знаком мартышки (57)","",1
3709700,"Зартсоновы тяжелые наручи Джунглей (213)","",18
3603200,"Адамантитовые латные перчатки (103)","",2
3559900,"Нагрудный доспех из ледяной чешуи (213)","",3
3558800,"Сапоги ледяной ярости претендента (206)","",11
3551500,"Наплечники ледяной ярости претендента (206)","",19
3551300,"Перчатки ледяной ярости претендента (206)","",21
3508300,"Лютые сапоги с меткой заклинателя (91)","",1
3505500,"Сапоги ученика (1)","",1
3503000,"Изысканные саронитовые наручи (187)","",3
3500200,"Набедренники пойманного вора (200)","",2
3500000,"Плащ воскресителя (200)","",3
3499900,"Мундир небесного следопыта (226)","",10
3492100,"Праздничный костюм (1)","",2
3490400,"Рукавицы морского прибоя (187)","",15
3330000,"Сверкающие сапоги из титановой стали (200)","",4
3330000,"Наплечные пластины Соленого камня со знаком медведя (41)","",1
3330000,"Наплечные пластины Соленого камня со знаком медведя (41)","",2
3330000,"Наплечные пластины Соленого камня со знаком вепря (41)","",1
3257500,"Шлем огня (50)","",3
3140000,"Шляпа безрадостной судьбы (187)","",6
3020100,"Благословенные полуперчатки Света (187)","",4
3007400,"Саронитовое наплечье свирепости (187)","",10
3007400,"Красивое черное платье (1)","",17
3007300,"Дарующий жизнь плащ (100)","",4
3006900,"Львиный Рог Штормграда (63)","",1
3005400,"Титановый мозговорот с меткой некроманта (183)","",1
3004900,"Сапоги ветроруба (200)","",7
3004100,"Поножи Направителя ветров с меткой целителя (115)","",1
3003800,"Майка болельщика Сен'джин (1)","",1
3000000,"Изысканный саронитовый воинский пояс (187)","",9
3000000,"Тяжелый панцирь из шкуры копытня (114)","",2
3000000,"Пояс законника (66)","",1
3000000,"Кровотканая маска со знаком кита (48)","",1
3000000,"Кровотканая маска со знаком орла (48)","",1
3000000,"Кровотканая маска со знаком совы (48)","",1
3000000,"Кираса искусной работы со знаком кита (65)","",1
3000000,"Кираса искусной работы со знаком орла (65)","",1
2999900,"Астральное ожерелье с символом рыцаря (115)","",1
2999000,"Полный шлем костяной сцепки со знаком совы (46)","",1
2997900,"Шлем ныряльщика (46)","",4
2990900,"Накулачники штормового укрытия (187)","",9
2978300,"Изысканные саронитовые сапоги (187)","",25
2870000,"Королевская глазница с печатью восстановления (175)","",2
2717900,"Одеяние из колдовской ткани (200)","",16
2600000,"Наплечники жизни (54)","",6
2590000,"Белое свадебное платье (35)","",3
2557500,"Чешуйчатые ледоступы (175)","",10
2509900,"Плащ томимых небес (167)","",4
2509100,"Мифриловый механический дракончик (50)","",3
2508900,"Саронитовый шлем свирепости (187)","",21
2508100,"Бугайские боевые наручи со знаком медведя (44)","",1
2505500,"Ножные латы из шкуры химеры со знаком ловкости (109)","",1
2503400,"Усыпанные топазами захваты (120)","",1
2502400,"Варварские наручи (32)","",2
2501600,"Корона молний (100)","",3
2500000,"Стеганые набедренники Верховного лорда с меткой преступника (167)","",1
2500000,"Воргенские кандалы с меткой предсказателя (159)","",1
2500000,"Наручники потрошителя (187)","",6
2500000,"Закаленные саронитовые наручи (175)","",22
2500000,"Ножные латы из шкуры химеры со знаком духа (109)","",1
2500000,"Ножные латы из шкуры химеры со знаком совы (109)","",1
2500000,"Латные боевые рукавицы из камнечервя с защитой от сил природы (91)","",1
2500000,"Рукавицы из стали Пустоты с меткой заклинателя (103)","",1
2500000,"Рукавицы из стали Пустоты со знаком вепря (103)","",1
2500000,"Эполеты Камня Скверны со знаком силы (109)","",1
2500000,"Железный ремень вождя с меткой зверя (120)","",1
2500000,"Наручи из светлостали (57)","",3
2500000,"Железноперые наплечники (54)","",1
2500000,"Железноперая кираса (58)","",1
2500000,"Рубашка под смокинг (1)","",31
2500000,"Гоблинские реактивные сапоги (45)","",6
2500000,"Мерцающие шелковые одеяния (23)","",2
2499800,"Шкура Лок'Нахак с меткой предсказателя (175)","",1
2497500,"Запятнанные лимфой напульсники с меткой некроманта (167)","",2
2497500,"Запятнанные лимфой напульсники с меткой оракула (167)","",1
2458400,"Механический плащ претендента (206)","",32
2447400,"Механическая пелерина претендента (206)","",31
2400000,"Королевская глазница с меткой стрелка (175)","",4
2400000,"Королевская глазница с меткой заклинателя (175)","",1
2400000,"Корона Легиона с защитой от тайной магии (85)","",1
2400000,"Корона Легиона со знаком орла (85)","",1
2350000,"Темная кираса из обмерзшей чешуи (171)","",12
2340100,"Маска эльфа крови-бандита (5)","",6
2308200,"Закаленный саронитовый шлем (171)","",8
2250000,"Императорские латные наплечники (53)","",11
2229900,"Расколотые рукавицы со знаком кита (114)","",1
2229900,"Перчатки проводника со знаком совы (30)","",1
2229300,"Кушак Звездного огня со знаком совы (87)","",1
2229000,"Кольчужный пояс грифона со знаком орла (48)","",1
2229000,"Кольчужный пояс грифона со знаком сокола (48)","",1
2229000,"Сапоги часового со знаком духа (37)","",2
2229000,"Сапоги часового со знаком духа (37)","",3
2229000,"Поножи дервиша со знаком орла (30)","",1
2228800,"Перчатки фокусника со знаком совы (36)","",1
2228800,"Перчатки фокусника со знаком совы (36)","",1
2228800,"Ботинки фокусника со знаком сокола (35)","",1
2228800,"Шпионские наплечники со знаком волка (33)","",1
2228600,"Воинский пояс Веселого Черепа с меткой целителя (90)","",1
2228600,"Воинский пояс Веселого Черепа со знаком совы (90)","",1
2228500,"Поножи часового со знаком вепря (29)","",1
2228500,"Поножи часового со знаком гориллы (29)","",1
2228400,"Наплечные пластины Веселого Черепа со знаком кита (90)","",1
2228000,"Перчатки часового со знаком кита (37)","",1
2227500,"Одеяния пирата с аурой магии (23)","",2
2227400,"Величественные поножи со знаком орла (61)","",1
2227400,"Величественные поножи со знаком совы (61)","",1
2227300,"Величественные поножи со знаком ловкости (61)","",1
2227200,"Плащ Крикуна со знаком волка (22)","",2
2227200,"Плащ Крикуна со знаком волка (22)","",1
2227100,"Плащ старейшины с огненной аурой (30)","",1
2227100,"Плащ старейшины с аурой магии (30)","",1
2227100,"Плащ старейшины с аурой магии (30)","",1
2227100,"Плащ старейшины с аурой магии (30)","",2
2227000,"Кровотканое оплечье со знаком совы (47)","",1
2227000,"Кровотканое оплечье со знаком совы (47)","",3
2227000,"Кровотканое оплечье со знаком совы (47)","",1
2227000,"Геомантские брюки с огненной аурой (39)","",1
2227000,"Геомантские брюки со знаком духа (39)","",1
2227000,"Пластинчатый ремень со знаком гориллы (31)","",1
2226600,"Строевые наручи с печатью могущества (31)","",1
2226600,"Строевые наручи со знаком вепря (31)","",1
2226600,"Строевые наручи со знаком вепря (31)","",1
2226100,"Корона лорда с печатью защиты (51)","",1
2226000,"Прочный мундир со знаком духа (31)","",1
2226000,"Плащ Колючего Меха со знаком духа (31)","",1
2225700,"Бисерная блуза с печатью выносливости (11)","",1
2225500,"Ночецветные поножи со знаком орла (41)","",1
2225500,"Ночецветные поножи со знаком совы (41)","",1
2225000,"Плащ рыцаря со знаком ловкости (50)","",1
2225000,"Наемнические наручи со знаком мартышки (46)","",1
2224900,"Могучий полный шлем с печатью защиты (51)","",1
2224900,"Могучий полный шлем с печатью защиты (51)","",2
2224900,"Языческий жилет со знаком кита (26)","",1
2224900,"Ремень лорда со знаком волка (50)","",1
2224900,"Мракотканый кушак с огненной аурой (49)","",1
2224900,"Джазерентский плащ с печатью защиты (38)","",2
2224900,"Сфера плюща с аурой тьмы (29)","",1
2224800,"Оплечье Крикуна со знаком совы (28)","",1
2224800,"Шпионские штаны со знаком духа (34)","",1
2224600,"Штаны убийцы со знаком орла (33)","",1
2224600,"Штаны убийцы со знаком совы (33)","",1
2224600,"Наручники великого вождя со знаком медведя (49)","",2
2224600,"Наручники великого вождя со знаком медведя (49)","",1
2224600,"Наручники великого вождя со знаком вепря (49)","",1
2224600,"Наручники великого вождя со знаком орла (49)","",1
2224600,"Наручники великого вождя со знаком силы (49)","",1
2224600,"Кушак старейшины со знаком орла (31)","",1
2224500,"Надежный жезл со знаком кита (34)","",1
2224500,"Надежный жезл со знаком волка (34)","",1
2224400,"Королевская головная повязка со знаком совы (45)","",1
2224400,"Королевская головная повязка со знаком совы (45)","",1
2224400,"Королевская головная повязка со знаком волка (45)","",1
2224400,"Надежное одеяние со знаком совы (34)","",1
2224400,"Строевые сапоги со знаком вепря (34)","",1
2224400,"Строевые сапоги со знаком гориллы (34)","",1
2224200,"Кушак преследующего ветер (43)","",2
2224000,"Воинский пояс праведности со знаком совы (49)","",1
2224000,"Воинский пояс праведности со знаком совы (49)","",1
2224000,"Воинский пояс праведности со знаком совы (49)","",1
2224000,"Воинский пояс праведности со знаком сокола (49)","",1
2223600,"Лунные наручники со знаком кита (41)","",1
2223600,"Лунные наручники со знаком интеллекта (41)","",1
2223400,"Пояс отступника с печатью могущества (35)","",1
2223400,"Пояс отступника со знаком орла (35)","",1
2223100,"Сапоги убийцы со знаком кита (32)","",1
2223100,"Геомантский плащ со знаком кита (34)","",1
2223100,"Геомантский плащ со знаком кита (34)","",1
2223000,"Сапоги Веселого Черепа с меткой целителя (90)","",1
2222800,"Ремень грабителя со знаком кита (33)","",1
2222800,"Ремень грабителя со знаком тигра (33)","",1
2222600,"Плащ отступника со знаком вепря (33)","",1
2222400,"Поножи Крикуна со знаком совы (27)","",1
2222200,"Плащ повелителя стихий с меткой зверя (93)","",1
2222200,"Плащ повелителя стихий с меткой заклинателя (93)","",1
2222100,"Рукавицы Бессердечности со знаком медведя (53)","",1
2222100,"Рукавицы Бессердечности со знаком духа (53)","",1
2222100,"Мистическая накидка со знаком совы (52)","",1
2222100,"Мистическая накидка со знаком духа (52)","",1
2222000,"Прочные наплечники со знаком кита (30)","",2
2222000,"Прочные наплечники со знаком кита (30)","",1
2221900,"Кираса непреклонности с аурой природы (43)","",1
2221900,"Кираса непреклонности с аурой природы (43)","",1
2221900,"Кираса непреклонности со знаком орла (43)","",1
2221900,"Кираса непреклонности со знаком орла (43)","",1
2221900,"Кираса непреклонности со знаком совы (43)","",1
2221900,"Кираса непреклонности со знаком волка (43)","",2
2221400,"Элунские манжеты (58)","",2
2220300,"Роскошные сапоги с печатью выносливости (50)","",1
2220000,"Механизированные снегозащитные очки с меткой вора (183)","",4
2220000,"Механизированные снегозащитные очки с символом разума (183)","",1
2220000,"Механизированные снегозащитные очки с меткой преступника (183)","",2
2220000,"Механизированные снегозащитные очки с печатью силы заклинаний (183)","",3
2220000,"Механизированные снегозащитные очки с печатью могущества (183)","",5
2220000,"Механизированные снегозащитные очки со знаком мартышки (183)","",5
2220000,"Мракотканая ветвь с огненной аурой (55)","",1
2220000,"Блуза Крикуна со знаком совы (29)","",2
2220000,"Преторианские сапоги со знаком сокола (55)","",1
2220000,"Прочный плащ со знаком совы (25)","",1
2220000,"Поножи часового со знаком кита (30)","",2
2220000,"Перчатки пирата со знаком орла (20)","",1
2220000,"Перчатки пирата со знаком совы (20)","",1
2220000,"Перчатки пирата со знаком совы (20)","",2
2220000,"Мистическое оплечье с аурой тьмы (55)","",1
2220000,"Надежные перчатки со знаком кита (31)","",1
2220000,"Монарший плащ со знаком кита (40)","",2
2220000,"Рыцарские наручи со знаком медведя (36)","",1
2220000,"Рыцарские наручи со знаком медведя (36)","",1
2220000,"Рыцарские наручи со знаком вепря (36)","",1
2220000,"Рыцарские наручи со знаком вепря (36)","",1
2220000,"Рыцарские наручи со знаком кита (36)","",1
2220000,"Рыцарские наручи со знаком силы (36)","",3
2220000,"Рыцарские наручи с печатью выносливости (36)","",1
2220000,"Сумеречные манжеты со знаком совы (36)","",1
2214500,"Надежный жезл со знаком сокола (34)","",1
2213700,"Одеяния смотрителя со знаком орла (30)","",1
2210000,"Корона из шерсти мамонта с меткой некроманта (159)","",1
2210000,"Корона из шерсти мамонта с меткой волшебника (159)","",1
2200300,"Тюремное наплечье (55)","",5
2200000,"Мощный фонарь (54)","",14
2200000,"Уведомление из тюрьмы (200)","",7
2200000,"Плащ Колючего Меха с огненной аурой (31)","",1
2200000,"Одеяние верховного советника со знаком кита (64)","",1
2200000,"Одеяние верховного советника со знаком совы (64)","",1
2200000,"Жилет из ткани Грез (45)","",2
2199900,"Стена мертвых (50)","",3
2195100,"Ослепительная охрана (31)","",1
2190000,"Плащ Колючего Меха со знаком совы (31)","",2
2170000,"Плащ суровых ветров (159)","",25
2018700,"Венец из ткани Грез (50)","",4
2009900,"Сапоги книжника со знаком кита (28)","",1
2009500,"Праздничное платье (1)","",5
2007700,"Глазная повязка сорвиголовы с аурой природы (55)","",1
2005900,"Полевой латный доспех со знаком кита (44)","",1
2005600,"Сверкающие саронитовые рукавицы (167)","",3
2005400,"Героическая броня со знаком медведя (62)","",1
2005400,"Героическая броня с печатью выносливости (62)","",1
2004600,"Штаны убийцы со знаком совы (33)","",1
2004600,"Наручники великого вождя со знаком медведя (49)","",1
2003300,"Полевые наручи короля (187)","",2
2003000,"Поножи небесного следопыта с меткой заклинателя (115)","",1
2003000,"Мундир из ткани кошмара (120)","",1
2002600,"Пояс быстрой стрелы (187)","",2
2001700,"Одно кольцо (15)","",3
2000800,"Пояс угрюмости (187)","",20
2000800,"Ярко-желтая рубашка (27)","",8
2000400,"Наплеч угрюмости (187)","",7
2000100,"Кольцо с осколком цветного стекла (200)","",8
2000000,"Хауберк охранника вольера (200)","",3
2000000,"Болотные эполеты с защитой от огня (88)","",1
2000000,"Плащ Колючего Меха с аурой тьмы (31)","",1
2000000,"Полевой латный доспех со знаком медведя (44)","",1
2000000,"Полевой латный доспех со знаком вепря (44)","",1
1999900,"Наручи из кожи древней летучей мыши (65)","",1
1999900,"Перчатки из кожи древней летучей мыши (65)","",1
1999900,"Портупея боевого медведя (55)","",1
1999900,"Поножи жизни (57)","",2
1999900,"Сапоги оруженосца (1)","",3
1991100,"Пояс чародея (66)","",2
1989900,"Славная кираса со знаком медведя (61)","",1
1986700,"Рубашка рекрута (1)","",2
1980000,"Алебастровые латные наголенники (53)","",12
1979600,"Славная кираса со знаком тигра (61)","",1
1950000,"Глазная повязка сорвиголовы со знаком мартышки (55)","",1
1909600,"Славная кираса со знаком мартышки (61)","",1
1900000,"Ножные латы из шкуры химеры с печатью силы заклинаний (109)","",1
1889900,"Черная жемчужина (100)","",4
1858000,"Капюшон ночного штурма (187)","",8
1850000,"Болотный наплеч с меткой оракула (88)","",1
1850000,"Поножи из чешуи синего дракона (60)","",1
1802200,"Поножи ледяной ярости (187)","",2
1800000,"Ремень из таинственного подземелья (175)","",1
1800000,"Ножные латы из шкуры химеры с меткой победителя (109)","",1
1794900,"Темный нагрудный доспех жителя льдов (171)","",9
1791200,"Элегантное платье (30)","",18
1780000,"Перчатки ледяной ярости (187)","",12
1778400,"Мантия камня Скверны с меткой заклинателя (109)","",1
1778400,"Мантия камня Скверны с печатью силы заклинаний (109)","",1
1772900,"Латные башмаки Бездны со знаком волка (109)","",1
1707900,"Кираса рассекающего удара (187)","",2
1701700,"Императорские латные сапоги (59)","",4
1700000,"Иссиня-черное одеяние (200)","",4
1696900,"Ремень ночного штурма (187)","",3
1659800,"Ремень пророчества (66)","",3
1600000,"Оперенная перьями кираса (50)","",1
1599900,"Наручники ясновидицы клана Укротителей драконов (187)","",3
1553000,"Кенарийский пояс (66)","",1
1550400,"Перстень грез с печатью восстановления (174)","",3
1550400,"Перстень грез с меткой оруженосца (174)","",1
1550400,"Перстень грез с меткой стрелка (174)","",4
1550400,"Перстень грез с меткой некроманта (174)","",3
1550400,"Перстень грез с меткой оракула (174)","",1
1550400,"Перстень грез с меткой преступника (174)","",2
1550100,"Мистические ледотканые наплечники (146)","",6
1510100,"Зеленые зимние одежды (1)","",9
1509900,"Комбинезон строителя-механика (31)","",3
1509800,"Наголенники праведности (187)","",8
1508900,"Саронитовый хауберк свирепости (187)","",19
1508100,"Могучая накидка с аурой магии (46)","",1
1506200,"Закаленные саронитовые сапоги (167)","",4
1504000,"Чеканные поножи со знаком волка (59)","",1
1503500,"Лютые башмаки со знаком ловкости (91)","",1
1503500,"Позолоченные брюки благословения (120)","",2
1501300,"Драконокрылые поручи (25)","",3
1500600,"Тяжелые сапоги из шкуры копытня (113)","",8
1500100,"Одеяние рекрута (1)","",1
1500100,"Штаны послушника (1)","",1
1500100,"Одеяние послушника (1)","",1
1500100,"Одеяние ученика (1)","",1
1500100,"Штаны неофита (1)","",1
1500100,"Штаны оруженосца (1)","",1
1500100,"Штаны рекрута (1)","",1
1500000,"Поножи Сиреяна с меткой некроманта (167)","",1
1500000,"Воинский пояс восставшего рыцаря (200)","",1
1500000,"Плащ Кровавых вод (200)","",6
1500000,"Полевое наплечье рыцаря (187)","",3
1500000,"Болотные эполеты со знаком совы (88)","",1
1500000,"Набедренники из чешуи нага с меткой заклинателя (88)","",1
1500000,"Кираса из чешуи синего дракона (57)","",1
1499900,"Плащ из шкуры долгонога с меткой старца (97)","",1
1499900,"Плащ из шкуры долгонога со знаком медведя (97)","",1
1499900,"Ледяной плащ (40)","",8
1489900,"Мундир Ветропроходчика (226)","",10
1480000,"Одеяние из паутины с аурой магии (50)","",1
1480000,"Одеяние из паутины со знаком совы (50)","",1
1470000,"Одеяние из паутины со знаком совы (50)","",1
1450000,"Саронитовые сапоги свирепости (187)","",8
1449900,"Маска Сокрытой смерти (106)","",11
1446200,"Оперенный ремень со знаком тигра (91)","",1
1439700,"Амулет драккара (200)","",14
1400000,"Изумрудное колье (200)","",12
1400000,"Темные поножи из обмерзшей чешуи (167)","",16
1400000,"Черные напульсники из сумеречной ткани (187)","",5
1400000,"Черное одеяние из сумеречной ткани (187)","",9
1400000,"Наручи ловчего медведей (179)","",7
1400000,"Королевский кафтан (50)","",9
1400000,"Одеяние из паутины со знаком духа (50)","",1
1400000,"Одеяние из паутины со знаком духа (50)","",1
1380000,"Авангардная кираса (59)","",5
1370000,"Славная кираса с печатью выносливости (61)","",3
1369900,"Славная кираса с печатью могущества (61)","",2
1369900,"Славная кираса со знаком силы (61)","",1
1332700,"Клобук ледяной ярости (187)","",6
1307500,"Кираса из борейской кожи (187)","",5
1300000,"Черный полярный нагрудник (175)","",6
1259900,"Красные зимние одежды (1)","",8
1251700,"Изысканный саронитовый шлем (187)","",13
1220000,"Нефритовый кинжал-подвеска (167)","",13
1220000,"Прочный плащ с печатью выносливости (25)","",1
1209900,"Зеленая башня (41)","",3
1200200,"Тяжелые наручи Иллидари (103)","",1
1200000,"Саронитовый оплот (175)","",13
1200000,"Кушак стойкого стража (187)","",3
1200000,"Кольцо нижнего мира (43)","",6
1199900,"Сверкающий саронитовый шлем (179)","",9
1190000,"Прочный плащ со знаком духа (25)","",1
1175900,"Эполеты торгового ряда (187)","",3
1159700,"Наплеч тюленьего меха с меткой предсказателя (167)","",1
1154200,"Гнилостные поручи (200)","",2
1150000,"Кираса Железной Шкуры со знаком кита (56)","",1
1150000,"Кираса Железной Шкуры со знаком мартышки (56)","",1
1150000,"Кираса Железной Шкуры со знаком духа (56)","",1
1130000,"Куртка-смокинг (1)","",3
1119500,"Плащ наставника с печатью исцеления (61)","",1
1118200,"Дублет с лазурной филигранью (1)","",1
1117000,"Наплеч тюленьего меха с меткой стрелка (167)","",1
1117000,"Наплеч тюленьего меха с меткой некроманта (167)","",2
1117000,"Наплеч тюленьего меха с меткой заклинателя (167)","",2
1116900,"Дублет с золотой филигранью (1)","",1
1111600,"Зеленая рубашка дровосека (1)","",3
1110400,"Наручи пирата с ледяной аурой (19)","",1
1110400,"Наручи пирата с огненной аурой (19)","",1
1110400,"Наручи пирата с огненной аурой (19)","",2
1110400,"Наручи пирата с огненной аурой (19)","",1
1110400,"Наручи пирата с аурой тьмы (19)","",3
1110400,"Наручи пирата с аурой тьмы (19)","",1
1110400,"Наручи пирата с аурой тьмы (19)","",1
1110400,"Наручи пирата с аурой магии (19)","",3
1110400,"Наручи пирата с аурой магии (19)","",3
1110400,"Наручи пирата со знаком кита (19)","",15
1110400,"Наручи пирата со знаком орла (19)","",5
1110400,"Наручи пирата со знаком совы (19)","",5
1110400,"Наручи пирата со знаком совы (19)","",4
1110400,"Наручи пирата со знаком волка (19)","",1
1110400,"Наручи пирата с печатью выносливости (19)","",4
1110400,"Наручи пирата со знаком духа (19)","",4
1110400,"Наручи пирата со знаком духа (19)","",2
1110400,"Наручи пирата со знаком интеллекта (19)","",3
1110400,"Наручи пирата с печатью выносливости (19)","",2
1110000,"Стеганые набедренники Верховного лорда с печатью восстановления (167)","",1
1110000,"Стеганые набедренники Верховного лорда с меткой вора (167)","",1
1110000,"Стеганые набедренники Верховного лорда с меткой волшебника (167)","",1
1110000,"Ноготь Хрусталедуба с печатью восстановления (159)","",2
1110000,"Ноготь Хрусталедуба с меткой предсказателя (159)","",1
1110000,"Ноготь Хрусталедуба с меткой зверя (159)","",1
1110000,"Зеленая воинская рубашка (1)","",1
1110000,"Элегантные поножи со знаком совы (61)","",1
1110000,"Элегантные поножи со знаком духа (61)","",1
1109900,"Элегантные поножи со знаком совы (61)","",1
1100000,"Закаленные саронитовые ножные латы (163)","",7
1100000,"Повязки из полос стали Пустоты с меткой заклинателя (103)","",2
1050000,"Кираса из чешуи зеленого дракона (52)","",1
1009900,"Сапоги ледяной ярости (187)","",8
